cod_produs;cod_ean;nume_produs;descriere;nume_categorie;imag_baza;cant_stock;in_stock;pret_produs;pret_sugerat;categorie_id;categorie_path_subcat;greutate;producator;creat_la_data;imag_galerie
105261;;Butuc Fata NOVATEC D571SB 12x100mm 24H Straight Pull CL;"number of holes24spoke head<ul class=""list-unstyled""><li>Straight Pull</li></ul>with hollow axle for<ul class=""list-unstyled""><li>12 mm</li></ul>colour<ul class=""list-unstyled""><li>black</li></ul>weight95 gtype of brake<ul class=""list-unstyled""><li>for centerlock disc brake</li></ul>bearing<ul class=""list-unstyled""><li>Japanese sealed bearings</li></ul>OLD<ul class=""list-unstyled""><li>100 mm</li></ul>axle type<ul class=""list-unstyled""><li>hollow axle</li></ul>";Butuci Frana Disc;;0;0;225.0;450.0;100;Butuci Frana Disc;;NOVATEC;2024/01/01;
105262;;Butuc Spate NOVATEC D572RSB 12x142mm 24H Straight Pull CL;;Butuci Frana Disc;;1;1;399.5;799.0;100;Butuci Frana Disc;;NOVATEC;2024/01/01;
105263;;Borseta Sa M-WAVE Amsterdam Proof M ;"colour<ul class=""list-unstyled""><li>matt black</li></ul>weight65 gheight from to75 mmwidth/depth50 mmlength120 mmvolume0,5 litermaterial<ul class=""list-unstyled""><li>extremely durable material with welded seams</li><li>waterproof inner lining</li></ul>waterproofness<ul class=""list-unstyled""><li>water protection</li></ul>reflex<ul class=""list-unstyled""><li>with reflective imprint</li></ul>bracket<ul class=""list-unstyled""><li>velcro attachment</li></ul>details<ul class=""list-unstyled""><li>easily removable</li></ul>mounting position<ul class=""list-unstyled""><li>fixing at saddle frame</li></ul>application range<ul class=""list-unstyled""><li>cycling</li></ul>";Accesorii bicicleta;;5;1;27.5;55.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
105264;;Borseta Sa M-WAVE Amsterdam Proof L;"colour<ul class=""list-unstyled""><li>matt black</li></ul>height from to75 mmwidth/depth55 mmlength140 mmvolume0,7 litermaterial<ul class=""list-unstyled""><li>extremely durable material with welded seams</li><li>waterproof inner lining</li></ul>waterproofness<ul class=""list-unstyled""><li>water protection</li></ul>bracket<ul class=""list-unstyled""><li>velcro attachment</li></ul>details<ul class=""list-unstyled""><li>easily removable</li></ul>mounting position<ul class=""list-unstyled""><li>fixing at saddle frame</li></ul>application range<ul class=""list-unstyled""><li>city</li><li>cycling</li></ul>";Accesorii bicicleta;;5;1;32.5;65.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
105265;;Prindere + Cutie Portbagaj M-WAVE Amsterdam Box L QR;;Accesorii bicicleta;;0;0;199.5;399.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
105266;;Set Aparatori noroi M-WAVE Mud Max R-Mud  32mm;"colour<ul class=""list-unstyled""><li>matt black</li></ul>weight355 gSize in inch<ul class=""list-unstyled""><li>28""</li></ul>tire width max.32 mmdetails<ul class=""list-unstyled""><li>with long splash guard</li><li>narrow version for road, gravel and trekking bikes</li><li>extra strong mushroom fastener</li></ul>mounting<ul class=""list-unstyled""><li>toolless mounting</li></ul>Material general<ul class=""list-unstyled""><li>Plastic</li></ul>";Accesorii bicicleta;;5;1;59.5;119.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
105267;;Set Aparatori noroi M-WAVE Mud Max G-Mud 50mm Gravel ;;Accesorii bicicleta;;5;1;59.5;119.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
105268;;Janta Aluminiu  SXT FatBike 24-32H Negru;"Size in inch<ul class=""list-unstyled""><li>24""</li></ul>effective rim diameter (ERD)492 mmwidth/depth102 mmcolour<ul class=""list-unstyled""><li>matt black</li></ul>for valve type<ul class=""list-unstyled""><li>Schrader valve (AV/Schrader/American)</li><li>Dunlop express valve (DV)</li><li>French valve (FV/Sclaverand/Presta)</li></ul>type of rims<ul class=""list-unstyled""><li>for clincher tires</li></ul>Material general<ul class=""list-unstyled""><li>Aluminium</li></ul>number of holes32Hheight18 mminterior width96 mmapplication range<ul class=""list-unstyled""><li>fatbike</li></ul>";Jante pentru Fat Bike;;2;1;99.5;199.0;100;Jante pentru Fat Bike;;SXT;2024/01/01;
105269;;Catadioptri SXT Orange;<ul><li>plastic</li><li>culoare Orange</li><li>40 buc/punga</li></ul>;Accesorii bicicleta;;5;1;1.0;2.0;100;Accesorii bicicleta;;SXT;2024/01/01;
105270;;"Cric Spate SXT Column-E1 26""-29""";"colour<ul class=""list-unstyled""><li>black</li></ul>Size in inch<ul class=""list-unstyled""><li>26 - 29""</li></ul>e-bike<ul class=""list-unstyled""><li>especially for</li></ul>Material general<ul class=""list-unstyled""><li>Aluminium</li></ul>bicyclestand detail<ul class=""list-unstyled""><li>very robust design for E-bikes</li><li>with safety foot</li><li>with stainless steel screws</li><li>steplessly adjustable</li><li>suitable for hole distance 18 mm</li><li>with anti-rotation slot</li></ul>mounting position<ul class=""list-unstyled""><li>chain stay</li></ul>";Accesorii bicicleta;;0;0;44.0;88.0;100;Accesorii bicicleta;;SXT;2024/01/01;
105271;;Sonerie M-WAVE Trophy Negru Alama;"diameter of bracket22,2-31,8 mmcolour<ul class=""list-unstyled""><li>black</li></ul>Material general<ul class=""list-unstyled""><li>Brass</li></ul>diameter36 mmdetails<ul class=""list-unstyled""><li>very loud and light sound</li></ul>mounting<ul class=""list-unstyled""><li>with rotary clip</li></ul>mounting position<ul class=""list-unstyled""><li>mounting on the handlebar</li></ul>";Accesorii bicicleta;;5;1;32.5;65.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
105272;;Angrenaj Pedalier SXT 3x24/34/42 S 170 Patrat;"affix24/34/42 S 170colour<ul class=""list-unstyled""><li>silver</li></ul>quantity of teeth24/34/42 teethnumber of speeds front<ul class=""list-unstyled""><li>3 speed</li></ul><p>crank length</p><p>lungime brat</p><ul class=""list-unstyled""><li>170 mm</li></ul>for/with bottom bracket type<ul class=""list-unstyled""><li>for JIS - ax patrat</li></ul>detail chain rings<ul class=""list-unstyled""><li>chainrings riveted</li></ul>material of crank<ul class=""list-unstyled""><li>plastic coated</li></ul>material of chain ring<ul class=""list-unstyled""><li>steel- metal</li></ul>details<ul class=""list-unstyled""><li>with chain guard</li></ul>chain segmentation<ul class=""list-unstyled""><li>1/2""</li></ul>chain interior width<ul class=""list-unstyled""><li>3/32""</li></ul>";Angrenaje MTB;;0;0;49.5;99.0;100;Angrenaje MTB;;SXT;2024/01/01;
105273;;Janta Aluminiu SXT 27.5(584x21C) - 28H Negru ;<ul><li>aluminiu</li><li>culoare Negru</li><li>28H</li></ul>;Jante pentru Frane Disc;;4;1;52.5;105.0;100;Jante pentru Frane Disc;;SXT;2024/01/01;
105274;;Janta Aluminiu SXT 29(622x21C) - 28H Negru ;<ul><li>Aluminiu</li><li>culoare Negru</li><li>28H</li></ul>;Jante pentru Frane Disc;;2;1;52.5;105.0;100;Jante pentru Frane Disc;;SXT;2024/01/01;
105275;;Janta MACH1 PULSE 19  700C(622x19C) - 32H Negru Gravel;"<p><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">Profilul sau inalt si finisajul sablat confera acestei jante de frana cu disc o estetica unica si o rigiditate excelenta, potrivita pentru utilizarea pe drum si pietris.</span></span></span></p><ul><li><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Une jante tres robuste d’une largeur de 40C avec la solution  ETR, ideale pour les pneus jusqu’a 3’’. Ce profil garantit une bonne tenue du pneu, meme gonfle a tres basse pression.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:14593,&quot;3&quot;:{&quot;1&quot;:0,&quot;3&quot;:1},&quot;11&quot;:4,&quot;14&quot;:{&quot;1&quot;:3,&quot;3&quot;:1},&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:11}""><strong>Material</strong>:ALLOY 6063</span></li><li><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Une jante tres robuste d’une largeur de 40C avec la solution  ETR, ideale pour les pneus jusqu’a 3’’. Ce profil garantit une bonne tenue du pneu, meme gonfle a tres basse pression.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:14593,&quot;3&quot;:{&quot;1&quot;:0,&quot;3&quot;:1},&quot;11&quot;:4,&quot;14&quot;:{&quot;1&quot;:3,&quot;3&quot;:1},&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:11}""><strong>Type</strong> : DISC BRAKE ONLY</span></li><li><span style=""color: #212b36;"">622 x 19C</span><span style=""color: #212b36;"">700C</span><span style=""color: #212b36;"">28 mm</span><span style=""color: #212b36;"">22 - 57</span><span style=""color: #212b36;"">630 g</span><span style=""color: #212b36;"">581</span></li><li>necapsata</li><li><div class=""block-swatch-list""><div class=""block-swatch"">Tubeless Ready</div><div class=""block-swatch"">Max Road/Gravel - 130 kg</div></div></li></ul><div class=""product-form__option-selector"" data-selector-type=""block""></div><div class=""product-form__description rte""><div style=""text-align: start;""><div style=""text-align: start;""><div style=""text-align: start;""><div style=""text-align: start;""></div></div></div></div></div>";Jante pentru Frane Disc;;5;1;67.5;135.0;100;Jante pentru Frane Disc;;MACH1;2024/01/01;
105276;;Janta MACH1 TRUKY 30  27.5(584 x 30C) - 28H Negru Capsata;"<ul><li>Janta dubla aluminiu 27.5""-584</li><li><strong> Only Disc</strong> ( MTB – ENDURO – ALL MOUNTAIN – FREERIDE )</li><li><strong>Easy Tubeless Ready</strong> ( ETR )</li><li>Franare : <strong>Disc</strong></li><li>Aluminiu 6063T6</li><li>Tip Valva: FV</li><li>Greutate : 640 grame</li><li>Culoare : Negru Anodizat</li><li>Numar gauri – 32 H – <strong>Capsate</strong></li><li>ETRTO: 584 – 30C</li><li><strong>ERD: 564 mm</strong></li><li>O janta robusta cu o latime interioara de 30C . Acesta janta <strong>Easy Tubeless</strong> <strong>Ready</strong> este un inceput ideal in noua lume . Profilul asigura o potrivire perfecta a anvelopei chiar si la presiune scazuta.</li><li>Downhill, Dirt, Enduro All Mountain</li><li><strong>Cargo</strong> 250 kg,<strong>Longtail</strong> 215 kg,<strong>e-Trekking / e-City</strong> 180 kg,<strong>e-MTB</strong> 150 kg</li></ul>";Jante pentru Frane Disc;;5;1;99.5;199.0;100;Jante pentru Frane Disc;;MACH1;2024/01/01;
105277;;Janta MACH1 TRUKY 30  29(622 x 30C) - 28H Negru Anodizat Capsata;"<ul><li>Janta dubla aluminiu 29 "" 622</li><li><strong> Only Disc</strong> ( MTB – ENDURO – ALL MOUNTAIN – FREERIDE )</li><li><strong>Easy Tubeless Ready</strong> ( ETR )</li><li>Franare :<strong> Only Disc</strong></li><li>Aluminiu 6063T6</li><li>Tip Valva: FV</li><li>Greutate : 685 grame</li><li>Culoare : Negru Anodizat</li><li>Numar gauri – 32 H – <strong>Capsate</strong></li><li>ETRTO: 622 – 30C</li><li><strong>ERD: 602 mm</strong></li><li>O janta robusta cu o latime interioara de 30C . Acesta janta Easy Tubeless Ready este un inceput ideal in noua lume . Profilul asigura o potrivire perfecta a anvelopei chiar si la presiune scazuta.</li><li>Downhill, Dirt, Enduro All Mountain</li><li><strong>Cargo</strong> 250 kg,<strong>Longtail</strong> 215 kg,<strong>e-Trekking / e-City</strong> 180 kg,<strong>e-MTB</strong> 150 kg</li></ul>";Jante pentru Frane Disc;;5;1;99.5;199.0;100;Jante pentru Frane Disc;;MACH1;2024/01/01;
105278;;Pedale HT  AE05(EVO+)  Purple;"<ul><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">Cea mai buna pedala plata de pe piata?</span></span> <span class=""jCAhz""><span class=""ryNqvb"">Foarte posibil!</span></span> <span class=""jCAhz ChMk0b""><span class=""ryNqvb"">Super usoara, super fina, oferind o aderenta incredibila cu corpul sau concav si 20 de pini, beneficiaza si de fiabilitatea si soliditatea pedalelor HT.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">HT AE05 este o pedala concava adanca disponibila in mai multe culori Indiferent de conditiile extreme de DH, seria de pedale HT-EVO va ofera increderea necesara pentru a va controla mediul. Platforma ultra-subtire de 11 mm ofera un centru de greutate mai jos, iar cele 10 pini de prindere inlocuibile pe fiecare parte ofera o aderenta mare intre pedale si pantofi.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">Corp din aluminiu extrudat -CNC.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> CR-MO axa CNC. </span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">2 inele din+ 1 rulment HT patentat. </span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">10 pini de inlocuire pe fata.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> Platforma concava pentru o mai buna tinere a piciorului.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> Dimensiune: 100x96x17mm.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> Greutate: 360 g/pereche.</span></span></span></li></ul>";Pedale Platforma;;2;1;299.5;599.0;100;Pedale Platforma;;HT;2024/01/01;
105279;;Pedale HT  AE05(EVO+)  Albastru Marin;"<div id=""description"" class=""data item content"" role=""tabpanel"" aria-labelledby=""tab-label-description"" data-role=""content"" aria-hidden=""false""><div class=""product attribute description""><div class=""value""><ul><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">Cea mai buna pedala plata de pe piata?</span></span> <span class=""jCAhz""><span class=""ryNqvb"">Foarte posibil!</span></span> <span class=""jCAhz ChMk0b""><span class=""ryNqvb"">Super usoara, super fina, oferind o aderenta incredibila cu corpul sau concav si 20 de pini, beneficiaza si de fiabilitatea si soliditatea pedalelor HT.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">HT AE05 este o pedala concava adanca disponibila in mai multe culori Indiferent de conditiile extreme de DH, seria de pedale HT-EVO va ofera increderea necesara pentru a va controla mediul. Platforma ultra-subtire de 11 mm ofera un centru de greutate mai jos, iar cele 10 pini de prindere inlocuibile pe fiecare parte ofera o aderenta mare intre pedale si pantofi.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">Corp din aluminiu extrudat -CNC.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> CR-MO axa CNC. </span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">2 inele din+ 1 rulment HT patentat. </span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">10 pini de inlocuire pe fata.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> Platforma concava pentru o mai buna tinere a piciorului.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> Dimensiune: 100x96x17mm.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> Greutate: 360 g/pereche.</span></span></span></li></ul></div></div></div>";Pedale Platforma;;1;1;299.5;599.0;100;Pedale Platforma;;HT;2024/01/01;
105280;;Pedale HT AE05(EVO+) Rosu;"<div id=""description"" class=""data item content"" role=""tabpanel"" aria-labelledby=""tab-label-description"" data-role=""content"" aria-hidden=""false""><div class=""product attribute description""><div class=""value""><div id=""description"" class=""data item content"" role=""tabpanel"" aria-labelledby=""tab-label-description"" data-role=""content"" aria-hidden=""false""><div class=""product attribute description""><div class=""value""><ul><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">Cea mai buna pedala plata de pe piata?</span></span> <span class=""jCAhz""><span class=""ryNqvb"">Foarte posibil!</span></span> <span class=""jCAhz ChMk0b""><span class=""ryNqvb"">Super usoara, super fina, oferind o aderenta incredibila cu corpul sau concav si 20 de pini, beneficiaza si de fiabilitatea si soliditatea pedalelor HT.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">HT AE05 este o pedala concava adanca disponibila in mai multe culori Indiferent de conditiile extreme de DH, seria de pedale HT-EVO va ofera increderea necesara pentru a va controla mediul. Platforma ultra-subtire de 11 mm ofera un centru de greutate mai jos, iar cele 10 pini de prindere inlocuibile pe fiecare parte ofera o aderenta mare intre pedale si pantofi.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">Corp din aluminiu extrudat -CNC.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> CR-MO axa CNC. </span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">2 inele din+ 1 rulment HT patentat. </span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">10 pini de inlocuire pe fata.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> Platforma concava pentru o mai buna tinere a piciorului.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> Dimensiune: 100x96x17mm.</span></span></span></li><li><span class=""HwtZe"" lang=""ro""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> Greutate: 360 g/pereche.</span></span></span></li></ul></div></div></div></div></div></div>";Pedale Platforma;;2;1;299.5;599.0;100;Pedale Platforma;;HT;2024/01/01;
105281;;Pedale HT AE12 Albastru Royal;"<div id=""description"" class=""data item content"" role=""tabpanel"" aria-labelledby=""tab-label-description"" data-role=""content"" aria-hidden=""false""><div class=""product attribute description""><div class=""value""><ul><li>HT AE12 este o pedala plata puternica, cu o platforma ceva mai ingusta decat pedala mai mare AE06 - ideala pentru picioarele mai mici.</li><li>Datorita interiorului sau de inalta calitate, este garantata o durabilitate indelungata.</li><li>Folosind bucse IGUS® iglidur fabricate in germania si vaselinade inalta calitate, sistemul EVO + ofera o performanta de pana la 2 ori mai buna decat sistemul EVO anterior</li><li>Sistemul si designul unic de rulare brevetat permit pedalelor noastre sa fie mai subtiri si sa se roteasca mai lin decat restul concurentei.</li><li>Caracteristici ale pedalei AE12</li><li>Greutate (pereche): 345g</li><li>Dimensiune: 88x96x14mm</li><li>Material : aluminiu extrudat / prelucrat CNC</li><li>Ax: prelucrat Cr-Mo / CNC</li><li>Rulmenti: bucse EVO + / IGUS - (0609/1210)</li><li>Pini : 10 buc/pedala</li></ul></div></div></div>";Pedale Platforma;;5;1;199.5;399.0;100;Pedale Platforma;;HT;2024/01/01;
105282;;Pedale HT AN01- Albastru Royal;<ul><li><strong>DIMENSIUNE</strong> 94 x 95 x 17mm</li><li><strong>GREUTATE</strong> 440 g</li><li>Corp Aluminiu Extrudat</li><li>Prelucrat CNC</li><li>Anodizat cu nisip</li><li><strong> AX PRELUCRAT CNC CR-MOLY</strong> [silver]</li><li><strong>CALE DE RULARE RULMENTI ETANSI x 2 +( DU BUCSE) x 1 PIN PINI SCHIMBABILI SP 7</strong> (M4 x 7mm)</li></ul>;Pedale Platforma;;5;1;149.5;299.0;100;Pedale Platforma;;HT;2024/01/01;
105283;;Pedale HT AN14A Negru;"<div id=""description"" class=""data item content"" role=""tabpanel"" aria-labelledby=""tab-label-description"" data-role=""content"" aria-hidden=""false""><div class=""product attribute description""><div class=""value""><ul><li>AN14A de la HT sunt cele care indeplinesc cele mai dure cerinte... salturi mari, coborari rapide si nebune care nu vor pune cu adevarat aceasta pedala in dificultate.</li><li>Corp din Aluminiu Extrudat cu un Design special cu profil redus</li><li>Dimensiuni 94 x 95 x 17 mm</li><li>Corpul pedalei este prelucrat CNC, sablat si anodizat dupa care este data o pudra alba</li><li>Aderenta si confort sigur</li><li>Ax supradimensionat prelucrat CNC din Cr-Moly(Silver)</li><li>Cale de rulare 2 rulmenti si o bucsa DU</li><li>20 Pini SP7 interschimbabili pe pedala(M4 x 8 mm)-Silver</li><li>Greutate 475 grame/per pereche</li></ul></div></div></div>";Pedale Platforma;;3;1;149.5;299.0;100;Pedale Platforma;;HT;2024/01/01;
105284;;Pedale HT AN14A Purple;"<div id=""description"" class=""data item content"" role=""tabpanel"" aria-labelledby=""tab-label-description"" data-role=""content"" aria-hidden=""false""><div class=""product attribute description""><div class=""value""><ul><li>AN14A de la HT sunt cele care indeplinesc cele mai dure cerinte... salturi mari, coborari rapide si nebune care nu vor pune cu adevarat aceasta pedala in dificultate.</li><li>Corp din Aluminiu Extrudat cu un Design special cu profil redus</li><li>Dimensiuni 94 x 95 x 17 mm</li><li>Corpul pedalei este prelucrat CNC, sablat si anodizat dupa care este data o pudra alba</li><li>Aderenta si confort sigur</li><li>Ax supradimensionat prelucrat CNC din Cr-Moly(Silver)</li><li>Cale de rulare 2 rulmenti si o bucsa DU</li><li>20 Pini SP7 interschimbabili pe pedala(M4 x 8 mm)-Silver</li><li>Greutate 475 grame/per pereche</li></ul></div></div></div>";Pedale Platforma;;0;0;149.5;299.0;100;Pedale Platforma;;HT;2024/01/01;
105285;;Pedale HT AN14A Gold;"<div id=""description"" class=""data item content"" role=""tabpanel"" aria-labelledby=""tab-label-description"" data-role=""content"" aria-hidden=""false""><div class=""product attribute description""><div class=""value""><ul><li>AN14A de la HT sunt cele care indeplinesc cele mai dure cerinte... salturi mari, coborari rapide si nebune care nu vor pune cu adevarat aceasta pedala in dificultate.</li><li>Corp din Aluminiu Extrudat cu un Design special cu profil redus</li><li>Dimensiuni 94 x 95 x 17 mm</li><li>Corpul pedalei este prelucrat CNC, sablat si anodizat dupa care este data o pudra alba</li><li>Aderenta si confort sigur</li><li>Ax supradimensionat prelucrat CNC din Cr-Moly(Silver)</li><li>Cale de rulare 2 rulmenti si o bucsa DU</li><li>20 Pini SP7 interschimbabili pe pedala(M4 x 8 mm)-Silver</li><li>Greutate 475 grame/per pereche</li></ul></div></div></div>";Pedale Platforma;;3;1;149.5;299.0;100;Pedale Platforma;;HT;2024/01/01;
105286;;Pedale HT AN14A Albastru Marine;"<div id=""description"" class=""data item content"" role=""tabpanel"" aria-labelledby=""tab-label-description"" data-role=""content"" aria-hidden=""false""><div class=""product attribute description""><div class=""value""><ul><li>AN14A de la HT sunt cele care indeplinesc cele mai dure cerinte... salturi mari, coborari rapide si nebune care nu vor pune cu adevarat aceasta pedala in dificultate.</li><li>Corp din Aluminiu Extrudat cu un Design special cu profil redus</li><li>Dimensiuni 94 x 95 x 17 mm</li><li>Corpul pedalei este prelucrat CNC, sablat si anodizat dupa care este data o pudra alba</li><li>Aderenta si confort sigur</li><li>Ax supradimensionat prelucrat CNC din Cr-Moly(Silver)</li><li>Cale de rulare 2 rulmenti si o bucsa DU</li><li>20 Pini SP7 interschimbabili pe pedala(M4 x 8 mm)-Silver</li><li>Greutate 475 grame/per pereche</li></ul></div></div></div>";Pedale Platforma;;5;1;149.5;299.0;100;Pedale Platforma;;HT;2024/01/01;
105287;;Pedale HT AN14A Rosu;"<div id=""description"" class=""data item content"" role=""tabpanel"" aria-labelledby=""tab-label-description"" data-role=""content"" aria-hidden=""false""><div class=""product attribute description""><div class=""value""><div id=""description"" class=""data item content"" role=""tabpanel"" aria-labelledby=""tab-label-description"" data-role=""content"" aria-hidden=""false""><div class=""product attribute description""><div class=""value""><ul><li>AN14A de la HT sunt cele care indeplinesc cele mai dure cerinte... salturi mari, coborari rapide si nebune care nu vor pune cu adevarat aceasta pedala in dificultate.</li><li>Corp din Aluminiu Extrudat cu un Design special cu profil redus</li><li>Dimensiuni 94 x 95 x 17 mm</li><li>Corpul pedalei este prelucrat CNC, sablat si anodizat dupa care este data o pudra alba</li><li>Aderenta si confort sigur</li><li>Ax supradimensionat prelucrat CNC din Cr-Moly(Silver)</li><li>Cale de rulare 2 rulmenti si o bucsa DU</li><li>20 Pini SP7 interschimbabili pe pedala(M4 x 8 mm)-Silver</li><li>Greutate 475 grame/per pereche</li></ul></div></div></div></div></div></div>";Pedale Platforma;;5;1;149.5;299.0;100;Pedale Platforma;;HT;2024/01/01;
